Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
8bc573bb3a970b1c214d_phase1,2,3,6.81
8be20f6256f9fd474c05_phase1,11,14,16.79
8c6446457bcabf6e8e868e8717426ff4_phase1,4,5,9.21
8c9644f9666d60cad37b_phase1,3,4,5.84
8cb3aa12e73a6df8d6b6_phase1,5,7,12.47
8ce64008710128f3a076_phase1,2,5,6.4
8cebde204781b7d27c90_phase1,2,6,6.74
8d1a9b14d4e9a9080ab4752608c2de61_phase1,9,12,18.63
8d36bc7ab765ee601403e90d1d2f303f_phase1,2,7,4.19
8e2cf809155062082c838f7346e45fe8_phase1,5,22,25.57
8e4b396a1c8a1f3f80d0_phase1,2,5,7.68
8e4bea946ab9c05347fe_phase1,2,6,7.01
8e7ab6fe8ad6d903aa0c_phase1,4,7,8.9
8f07d0bfadffd40fcf40cd49cb77382d_phase1,8,21,14.31
8f3b0a678011ac74c61b_phase1,8,10,14.32
8f6667310a94f0c18bda10a1d5ff578c_phase1,1,5,4.17
8f9980999ed43246b9b2_phase1,12,13,4.37
8fa6b37265d5394dd7a4_phase1,2,6,6.24
8fdb62f7094e6a9829f2_phase1,3,5,12.98
8ff161505721b6c4ab25ccfe7996fd1a_phase1,9,30,16.38
8ff8e31ee1a2a9585a5a_phase1,6,9,14.23
9000222_phase1,10,11,20.87
900514_phase1,5,8,12.88
9012444_phase1,5,7,9.02
9026148_phase1,8,13,19.47
9040475_phase1,3,7,7.76
905137_phase1,6,10,5.91
905380_phase1,8,15,13.38
9056ad6e642b814090829edffb4ffd27_phase1,7,8,10.64
9089444_phase1,3,3,8.05
908a8f99ea5c98cedb4aaf71c7a3324f_phase1,5,5,13.11
908ef5f4fa162f15b3b8_phase1,5,8,12.76
9090456_phase1,7,12,18.47
9098744_phase1,6,22,16.07
90a6d0f6789e15c38e97_phase1,2,12,6.09
90fe4a3bc0caa582fc563ec503e5444c_phase1,4,9,7.52
910392_phase1,2,3,5.29
910726_phase1,3,4,9.02
9132441_phase1,3,4,6.66
91334d590b6592c0c960_phase1,4,9,10.33
915335_phase1,4,5,7.56
918751_phase1,3,10,7.56
918d4ad7c931bc14b475008c00aa09f1_phase1,3,6,11.5
9218791_phase1,4,10,8.41
9218f99ba35da225ca11_phase1,13,9,8.05
9220847_phase1,4,10,17.03
9228580_phase1,3,5,10.45
922973_phase1,2,5,6.79
925008_phase1,4,10,8.66
925270_phase1,2,3,5.58
9270848_phase1,4,7,10.17
92a2d05dd772778f86f2_phase1,2,5,5.84
92e65a8919b11d9310b32b194b09741c_phase1,3,8,10.38
9301467_phase1,5,6,9.58
930276_phase1,2,3,5.81
931406_phase1,4,10,9.96
9316552_phase1,3,15,9.55
931984_phase1,5,3,11.43
931b0194242fca0e234e_phase1,1,4,3.89
932345_phase1,3,8,5.68
9335869_phase1,4,5,9.12
9343730_phase1,4,5,8.65
9345872_phase1,6,15,14.03
934a8308a4ec09e2e0756a313a915622_phase1,8,10,16.98
9358479_phase1,7,10,17.97
9372073_phase1,3,5,6.34
937534_phase1,6,11,13.29
9378601_phase1,2,3,5.38
939252_phase1,5,8,13.23
9395cd6d36c7ac3be2d1_phase1,6,8,12.62
9396204419c7b638d38f_phase1,3,3,8.54
9397410_phase1,2,2,4.66
93e0ba46f0fa6faf660d_phase1,5,6,12.23
944049_phase1,2,5,10.16
94412c4808421acbd1d0_phase1,11,18,27.6
944439a04546f4c02cb9_phase1,3,17,13.47
94456_phase1,2,4,5.09
945093_phase1,4,5,9.4
946582_phase1,4,10,8.34
946c4d9aa7a74828bc12_phase1,4,8,9.77
9481236_phase1,2,3,5.0
9497761_phase1,2,3,6.04
949ba045d1471c03ae7c_phase1,6,13,17.18
94a400a7bce6f8cfc9e7eff87270c9e9_phase1,2,8,3.99
94d747fe5180851196eb_phase1,2,2,5.46
94e623123f20566d158569a2ef3b25a2_phase1,2,5,6.63
9502024_phase1,3,11,9.25
9507070_phase1,4,9,10.14
950bbb9d9d4014d893e5_phase1,3,9,10.71
9542707_phase1,4,4,7.82
9574251b3c7eefccd84fc38905110ce4_phase1,7,7,13.6
95a2a749ceb47ad4eb1ff6d1f8d73c5c_phase1,4,12,11.64
95c61c9a1501ada2a6c5_phase1,4,10,3.45
95c66d564c58361ecf9f_phase1,2,2,5.59
95f97485ada5b47693ca_phase1,6,5,10.46
964472_phase1,3,4,8.55
964622_phase1,6,7,14.8
9646279d220994222845_phase1,2,5,5.32
9649532644540b5b798308f66699ef67_phase1,2,5,6.01
9655195_phase1,5,16,12.93
966387_phase1,5,8,10.97
9667052_phase1,3,4,5.82
9670681_phase1,2,4,4.65
967274_phase1,10,14,4.3
9673839_phase1,7,19,24.22
9674216_phase1,3,12,7.68
9676416_phase1,6,19,10.14
9679647_phase1,9,22,4.26
9680901_phase1,5,8,9.69
9683c333e73a82379b8e377eb2e6fc41_phase1,6,23,15.17
968909_phase1,5,4,9.27
969ea467e870b68963f3_phase1,3,3,8.68
96a329f6d12f17b4760373b1cf3b92e9_phase1,9,11,16.15
96ec9b3c5df60a07b216_phase1,4,8,11.38
9709984_phase1,4,4,8.12
9716578_phase1,3,9,8.51
9722045_phase1,3,6,8.45
97256_phase1,6,9,12.52
9747287_phase1,7,17,21.44
9750796_phase1,4,5,10.71
9763549_phase1,1,1,3.61
9768713_phase1,4,2,8.46
9771f75e3f16ba5daafb_phase1,2,3,6.48
9773143_phase1,3,9,6.36
977777_phase1,2,8,4.95
9797a9ce8ad97de6e326afc7c9894965_phase1,5,8,12.57
97a1b2b7f954246886de_phase1,2,4,5.14
97cffbea574a5890f0d7_phase1,5,7,16.53
97d0fb82c3894f56809a_phase1,4,4,9.59
9822570_phase1,4,13,12.84
982ce339d5f8c9a769a0_phase1,3,6,7.93
9842903_phase1,3,3,3.51
984892_phase1,5,6,5.47
9874480_phase1,13,19,30.12
9875439_phase1,5,17,15.17
9875468_phase1,3,15,7.26
989074_phase1,5,6,11.32
98a38b54f889fce2b237_phase1,2,4,5.59
98b4d7288a2ee7b1319a8ff71d3e2c7b_phase1,7,11,11.58
98b59370a1d171817edb_phase1,3,11,8.95
98b7edca1b29c949fcf1_phase1,3,15,7.29
9901745_phase1,3,4,13.78
990d3653c5803927cbb6_phase1,2,12,6.35
9927923_phase1,3,8,9.93
994260_phase1,2,2,5.74
99442e1294a6c83368f5_phase1,5,11,11.77
9947556_phase1,12,20,21.01
9951701907ed328218dd_phase1,3,4,4.02
9952389_phase1,5,8,11.36
9956ec93a07ca4e9ba5bc415b014bcca_phase1,7,10,14.53
996771_phase1,4,24,9.63
9985307_phase1,3,4,6.46
998722_phase1,11,11,18.7
999228_phase1,6,12,15.44
99b7fb8ff89104d30eab_phase1,3,9,7.07
99e1ad329383de04be4834a8c3e28c0d_phase1,7,12,14.07
99f7f921b512496a9563691e15d846b2_phase1,2,19,5.49
9a632bbb0acb445f4f3a_phase1,7,9,5.16
9ad6a265aac887fa26c1_phase1,5,9,10.59
9b1e305543f6fcc9318a_phase1,2,3,6.34
9b7787a607a5a676c6d8_phase1,2,7,7.39
9bb9eaea2523cd2144cf959f48a14194_phase1,2,5,12.47
9bde6d0985bd71b103d3_phase1,2,5,6.01
9be3d2aa4930ecd8e536_phase1,2,1,3.38
9c1614281797ce620c6069476d39c7b8_phase1,6,9,9.76
9c411d2b88eab4232cc66a9c7f6988fc_phase1,2,5,7.01
9c4d012d6fff059ccea7_phase1,5,11,12.82
9cba618eacedc68c656b_phase1,7,11,12.74
9cc23ce7c1e5c9e4379e_phase1,5,17,13.39
9cfd4d8400961a3b67a1351a1851c869_phase1,4,12,11.06
9d0bf77bf070262ab3cddfc4b79d031b_phase1,7,14,13.56
9d39e1868e220e02cb58_phase1,2,6,5.34
9d4ea9b04b223de02c7a_phase1,4,9,10.01
9dad6c4ab0d8d7dbf3dc_phase1,4,12,9.08
9dcd642059214d81b3ef_phase1,10,19,18.91
9e1f7cf4945a608ae48a_phase1,4,4,3.18
9e30b2f908e801da1bd789f4ce3e7aac_phase1,3,14,10.07
9e990f56dabe27b42bfb_phase1,10,15,16.11
9ea0e4feb62a45acffee_phase1,2,2,7.66
9ed6ee8a55ff1587c08c793d5f23dfda_phase1,4,14,10.39
9f1793c4d1f466d3b58966da36b54fad_phase1,4,5,11.16
9f2d7da68779a17a0890_phase1,7,15,18.08
9f49f91bd7d0a527fdb5_phase1,12,18,29.94
9f6118ff84867e89f3348707c7a1271f_phase1,4,5,10.19
9f782f83e25d3c9eb202_phase1,6,9,11.21
9fbbf2f450779bde60c3_phase1,3,8,4.1
9fd4304148b398983b3c_phase1,3,7,6.53
9fffe8ba08e378e3d027610921c51a78_phase1,6,20,9.92
a003ace716c278ab87669f2fbd37727b_phase1,3,5,6.88
a027a9fc5aac66e6a382_phase1,2,8,6.07
a05a9ed37a3096cffef80bdc7fee31bc_phase1,1,2,4.25
a06477775f18c11b4517_phase1,7,14,12.84
a08221826c6f20ac47fe688e575e51ca_phase1,5,8,11.66
a0a5dd7bfcaac3d3e9c18e5ea1080b95_phase1,2,5,6.78
a1178bf10729a27184b1_phase1,4,21,10.04
a14e56ab945cd7e64c3b_phase1,4,6,7.12
a16749ee76941e8d86c8_phase1,6,10,11.02
a2b9c6ecdb24ca8fd6f4f41a9c0eb32e_phase1,7,10,12.73
a303721443f5eb46035e_phase1,1,3,4.41
a3dd4a35ecd94660411112999923d561_phase1,7,13,17.12
a400d6c20a52f0b3cd5415e833263b1f_phase1,5,5,11.03
a428ef783211b0ffdee1_phase1,2,2,6.61
a430d460966d64edc6cad71c502d7005_phase1,4,9,9.32
a4533e0adebe57e3ed06d4b50c8419ae_phase1,3,6,6.74
a48b50e46f01dc7ac96d_phase1,8,13,16.6
a48feaecfdb9e0609c6a02590fd1f91b_phase1,2,9,5.66
a4cfdc19144e7bd634a8_phase1,5,11,12.97
a52b036424bd9975d719f224ca8cc8d5_phase1,2,2,5.05
a536bfa68b066c6fd593_phase1,2,4,5.14
a5407ce6b5061525e7f2_phase1,2,3,5.61
a54e7e182ddf564f6a5c1fe50db556a2_phase1,3,9,9.87
a56421d26afb1f728a2b5959ce1c4486_phase1,2,5,5.47
a56d5446416f5ad2bbac_phase1,6,27,15.88
a5808fe356b8da031837_phase1,1,1,4.11
a5af977340c1c452d2d0_phase1,2,4,5.84
a5b640e4368204426310_phase1,4,6,10.23
a5f57e8c9d0aedee285fb6f43cb5900c_phase1,3,8,7.5
a5fb23f096d7b0c3880e1622938d0901_phase1,5,6,15.77
a61918cbfae993b68eb17b5b780b7e32_phase1,2,5,6.22
a62b5cf5262fc7179dee_phase1,6,7,13.11
a64321dd69339c42a184_phase1,6,8,10.79
a67517621c2a9d4c2f14_phase1,3,3,5.08
a682299af39b76d8592f_phase1,2,5,6.05
a68d6f32f4985ed547ce_phase1,5,9,12.01
a6a32bd87fdfe5529f0e908ed743f779_phase1,3,5,7.0
a7733a15cbf6c0cd9fba_phase1,5,7,11.14
a7c41b072cfa4cc2c592_phase1,1,0,8.32
a8332d2b6dc517accedbff8fd8e63b08_phase1,3,4,6.52
a86b412988cbf5216aa5c48b1cf439c4_phase1,7,11,11.49
a8c96f1aeb41393dadf6_phase1,4,7,9.17
a8ddb994df41583b64f8_phase1,4,8,7.84
a8f87b0d95e73eb482c5_phase1,4,11,8.19
a9de2ef498a09747bbf673ddf6ea4843_phase1,2,17,6.98
a9f0b1ca7e98391a5067_phase1,2,4,12.16
aa3d19a12b74e9ab7941_phase1,3,10,9.06
aa46105d34349543582b177ae79f32f0_phase1,7,10,15.63
aa64ddf6109414291030_phase1,4,6,7.6
aa8713d4334036bcb0060ff73dba54c4_phase1,4,5,8.13
aad88d51001ea83ecfc6_phase1,2,5,5.93
aad8a37114825b0ce1a5bc48bf5f3cac_phase1,2,2,5.31
ab136dbfb97f8ee1d309_phase1,2,3,5.51
ab2e34dc58c8c2d0f2e15f25b528dc19_phase1,3,11,6.41
abb8a2f22adbdb6d387f_phase1,2,3,5.42
abca49bf36433fd1f9d1_phase1,2,5,4.26
ac5987161bc27048e1da48e40299468b_phase1,6,24,15.48
ac5f50d1409954c38681353fb6c6921b_phase1,3,7,9.5
ac8f22326f095ed2690e_phase1,2,2,4.98
ac9170132e5abfc5381353428e70f1d9_phase1,2,3,7.51
ac9be1abd2bebe9ad8da5c645a1d0b5e_phase1,3,4,7.44
acaaf10e9649bfd1863b_phase1,2,3,5.19
acbd669af86ecb8f988325084ba7a749_phase1,3,14,6.47
ad16c57cf48eb95a4b63_phase1,6,9,15.56
ad575cee6bb503d4d193da355d70d3e9_phase1,4,6,8.54
ad7eda38c797dfddc394_phase1,9,12,15.26
ae2a7adaab133c61a059_phase1,2,5,6.69
aea4329b760eb3e72f4d_phase1,3,6,9.95
aecb82d8b51e991dbd01_phase1,3,16,8.29
af466b8d32d7cd4954f1_phase1,7,13,18.98
afb129122a64bde3bd0c_phase1,5,14,12.14
b02bac4b48f780bee77b_phase1,2,5,5.48
b09f45e112b226b97a36_phase1,5,8,9.51
b0a882f844e188c78358_phase1,5,5,11.4
b0c075cfde406280cbf7_phase1,2,6,7.57
b0e95087771dbefa386f_phase1,3,6,8.52
b0eae211db963fe56c0c55773e6a16c0_phase1,5,7,10.55
b18ce332bde37e156034e5d3f60f8a23_phase1,3,10,8.5
b19bb35f5484af5d7622_phase1,4,8,7.67
b1d181802fac750f0cc1_phase1,2,3,3.36
b1ef03dd21e7a3016161_phase1,6,12,11.51
b205bdf830c9f81e5fb6_phase1,5,7,11.0
b26bc0333cc18660d07baeb923ce9021_phase1,7,171,16.55
b26db61d8bde30b8a88451615105da7a_phase1,5,14,13.44
b27cdbff68870418bdb8cefa86a2d558_phase1,6,8,13.39
b2af7d980eb217a0af07_phase1,7,14,13.85
b3143dde185cecda7c1dee7ffbce5d2c_phase1,2,5,6.73
b3e6f9b5d95af8ba2cc46f2ba6eae5e2_phase1,3,4,7.17
b3f8ab944a85b33e694de21c6ded029e_phase1,2,7,5.21
b45983f227f1e4fbea65b6e06abfdecc_phase1,2,4,6.35
b45d21224c4ea16bf4a72e2a03f741af_phase1,2,4,5.84
b46119196c75d6ef20ff_phase1,2,9,6.28
b470324dc5c81cef8ae24fd1d3fd4e59_phase1,1,19,14.13
b48d48fc1b6eb080412129e596ab2193_phase1,2,4,7.2
b492a548aa342ce0badfe1eed86ea5a4_phase1,4,20,9.31
b493a228c4081ff0260b_phase1,3,4,8.52
b4a0aed67fc0da6b02434a5c2cef45c4_phase1,5,8,11.71
b4afaf9648ec986928a9_phase1,10,10,21.0
b4ea0034839ccbc2aa03_phase1,2,2,5.6
b53cc1e0482411e4b53d74bd12a485c1_phase1,2,2,6.15
b55de7edbcbc1ad46a28a0975c01a5cf_phase1,2,5,5.34
b5952c36b36b877adcb0495163678675_phase1,3,3,10.47
b59679e31dbdb01064d6bceb827ed88b_phase1,3,12,5.63
b5b2c4be45437992df58a7dd13dbafa7_phase1,2,1,5.23
b5d44b5c06172733d9edda4bcf9326b2_phase1,2,8,6.65
b6e374d172bbe3e6130f6849e7bd6c13_phase1,10,12,17.18
b71ed0e977e6d345bcb8_phase1,1,3,4.05
b72585771a9f606ad800_phase1,4,5,9.02
b76261844db0255899ba857838a7c201_phase1,2,4,5.93
b7beba6f962110596660_phase1,4,5,10.02
b8240ea53d22e1bb4d32_phase1,7,9,16.38
b82d70b0d581dc4609e4_phase1,5,8,11.56
b8462a8a1cb69f55d8356cbb0f3a4d63_phase1,5,9,13.07
b85fcfd4a0479810e6aa_phase1,3,14,7.95
b87ffb502890909aea2eb449643d5bc7_phase1,4,7,8.28
b8a7b7be344e447e7ee6625fe2fdd765_phase1,5,21,13.5
b9309cdd7d5adc3b4b70_phase1,2,4,6.34
b95cb69fd1c82ca4c2ff_phase1,6,11,13.83
b9768b4eefe679c988ce_phase1,7,8,13.09
b9bc61a74e7cadeb1fec_phase1,5,15,14.07
b9df49cfc1540bc8b896_phase1,2,3,7.16
ba235b7e90aafb9986158697a457a0d0_phase1,2,3,6.01
badd18a84b236c9e6c34057512cb569a_phase1,6,13,15.12
baf42b089d71b94fd229_phase1,3,6,8.05
bb160e63686f517c93a937f46714dd03_phase1,3,3,4.62
bb61c15139bff338cb17_phase1,2,2,6.54
bb85da3aa563b747151e_phase1,6,8,12.2
bba5c2ba3000010ca049d6f96f5d2f27_phase1,4,14,11.28
bbfa863f3fe4bb2163d94394d7b60899_phase1,6,10,14.45
bbfc1f0b9d003bf08b26_phase1,2,5,5.34
bc901de8b7e59cbeb190_phase1,6,7,11.89
bca0daa0c3ca0ddb2c70_phase1,3,14,6.54
bcc376fb336b73f24b29_phase1,3,9,6.48
bcd8b4002b6cbf77dd89_phase1,6,9,11.09
bce98c5c1688fc833475_phase1,7,11,14.76
bd0940f7988774e2822d_phase1,4,13,9.34
bd2d6c2271e42ed97b97_phase1,3,5,9.03
bd57b54a5c6903e4a6a2_phase1,3,9,9.13
be6123c7ee3b366e333a_phase1,4,9,8.71
be7e84c9d61c4869e981_phase1,3,20,8.93
bf576ee091e75071bc66_phase1,2,3,5.1
bfb45408d43986eefdf83b59bc9e8629_phase1,9,14,14.1
bfc2099235ac96937f34_phase1,4,31,11.35
c01b65369b71c35431c8_phase1,2,4,5.36
c063bddb9b8d17a037695d748db4f592_phase1,4,6,9.13
c078cabc0a48f2570028bff397a9e154_phase1,2,8,7.14
c0fdb29ddf0d338bcbd021b68f5bea51_phase1,1,4,4.03
c12be33cdcd9a86f20a2_phase1,2,3,5.44
c18130768ac0ef0345947c5aa0827b65_phase1,3,3,9.62
c18bfe4fd96008ffa0aef25001a2e88f_phase1,4,8,10.55
c1adfdb0f526465c99409cc143dea97b_phase1,2,2,21.0
c211c1af232974f00564_phase1,6,7,9.62
c233b0d25c5fbe008d9477bc1b2d234c_phase1,3,13,11.92
c26b2dd5c2bdeaf6d7479a68bd7023bb_phase1,4,8,10.92
c28329f12711a914c7a8cbe6eeb947c0_phase1,8,8,11.38
c2b2943ead94c200574a_phase1,2,5,6.28
c2cf8d8aee3eb70668bd_phase1,20,30,15.13
c2d24fe340a7f3cf76d2_phase1,3,7,13.99
c2dfe5772ba3cd16c1be17ba42b7db66_phase1,2,6,6.4
c3124826a3c49ddda6999acb40ad2c27_phase1,4,13,10.49
c344f114e1579a29e163_phase1,4,5,10.48
c362f0ad488e3b289394_phase1,2,5,7.19
c3a540563e0774489ceafb3156b318a2_phase1,9,11,18.85
c3c474a04d7c0cd8ddeb_phase1,5,11,11.11
c42d76db2ad2e87a5086_phase1,4,7,9.93
c4329fa17f1b3f287341_phase1,2,5,6.71
c47824c116e6a61a56d9_phase1,3,8,9.06
c4806c504e46e8cdb00a_phase1,7,9,16.68
c503014bbb03088bec37a61231036461_phase1,2,6,4.07
c577716bd2f15b9ca330b15443e8bfbe_phase1,6,11,17.99
c591cab03c66780b18d5_phase1,5,9,5.77
c5af642cf217971d93f499e8f70fcb72_phase1,5,15,13.53
c5afa16b07747b113808_phase1,1,8,5.65
c5ead2b72b2be03eb0ca_phase1,1,3,4.62
c613bd0fad5de00bab2e_phase1,6,17,14.32
c648d753e7d0176ff172_phase1,1,1,3.55
c6936d219db8e6635d25_phase1,2,5,5.1
c6b3e4d47d933b057aab32c9c29c4221_phase1,2,5,6.57
c70fb69eef42d40bed06_phase1,3,5,6.85
c71f241125ed879d4af7_phase1,4,7,8.55
c781881856b30cacef36_phase1,4,7,9.79
c7a2333c227e24226808_phase1,2,3,5.8
c7a37230842f82fc51eaecf855fbf7ab_phase1,3,5,6.5
c7dd1262bd81a32663f0_phase1,3,8,4.39
c7e9a91256c9c5db1676aa3c240531cf_phase1,9,5,8.5
c7ec9a30052127c7a1ad169eeb83f159_phase1,2,11,5.91
c80e24454ee353d3c123_phase1,9,19,27.5
c84643e4d13818fc5a35a8de888126bb_phase1,3,4,6.29
c87011a445135417c114960bbc187618_phase1,4,7,10.3
c87cc706625b8a54e604fb1024106556_phase1,4,14,9.35
c8a451502958fa367d84bf038081ee4b_phase1,2,12,6.4
c8b3fb31c1552ecbaafb_phase1,3,6,8.6
c8d1caabaf7b43317bc8825c226045d2_phase1,3,11,7.17
c8e62ef8cb9515d64df4_phase1,6,16,16.77
c8eb9d0938584a277f90_phase1,3,6,7.6
c91859ed22e4dda11d36_phase1,4,5,8.16
c92066d9d38b236a21d5a7b729a10f12_phase1,3,20,8.39
c9248a239bbab0e0d42e_phase1,3,5,7.75
c943835a9742f5021eeb_phase1,3,8,7.34
c9792757a9fc02d01408bf30855d412f_phase1,8,14,16.34
c97fe158082000ae06ad624527433de6_phase1,6,28,16.71
c9f42c81c53b276b6560_phase1,2,3,4.94
ca6ed07e5c8017272701_phase1,2,2,6.07
ca851e39229551208c0d_phase1,2,5,5.87
ca8f71e38ad12ff157b34d5425d50ec7_phase1,2,4,4.82
ca92b42f1f796763e5d1f8cd73247a30_phase1,7,19,16.83
caaf6087162f1c6361571ee489da260f_phase1,5,14,12.66
cad6d3d223fc8d769227_phase1,2,4,16.98
cadedd0dd0d4c966462b_phase1,4,11,12.47
caeb0a6dc89d9e7ec48d_phase1,2,7,7.35
cb0833a03a7d30c6d6e0_phase1,2,10,4.45
cb2b90523c592abe7ae4_phase1,6,13,12.64
cb5a28fa8d4db3fc1ba51894663c1aed_phase1,6,8,11.63
cb5d8157a8fa5a4a046e_phase1,5,6,12.28
cc0ac48d34860c5bb3f9112f4d9a0300_phase1,1,0,62.83
cc3c187172ac848bd896ecb2b812dc51_phase1,10,12,14.27
cc63e6aa9a88ea6e901f_phase1,2,4,6.15
cc704ba2a96e4a319e9e_phase1,8,11,13.31
cc8647960afeb2c15a6061d7ab7e594e_phase1,5,6,12.62
cd72af254e50e01ae763_phase1,10,22,24.26
cd9a1a7c969c06eaae8b_phase1,2,5,8.05
cdf79835a0e30a9cbdeaaf2eb4151077_phase1,1,2,4.26
ce5ebb37390ab0ae56c9e6e80128fdc2_phase1,5,10,10.72
ce648166902041fbc613_phase1,4,11,9.1
cf2b4e56fe28835c3ceb_phase1,3,3,6.55
cf4b324f8955bc56ce0ff9399d9fdea6_phase1,8,10,15.27
cfaad5763fb7471aed85_phase1,4,7,13.31
cfc9f059459cfefd1f61134b48291436_phase1,3,3,9.0
d039e69e97afbf1b863b_phase1,2,9,7.32
d03a49767c7c307be5ed_phase1,5,5,11.83
d049a307a271052dc740_phase1,5,7,10.68
d0bb1f94cda69a5e7c96d1742cc5adca_phase1,3,8,7.74
d100a028027c5a6b8340_phase1,3,8,6.95
d11c77c5565482e965d1919291044470_phase1,4,9,10.03
d1351610477840bbbb72_phase1,6,16,15.56
d14e424540faedb3ea88_phase1,2,2,5.23
d1899f011ae41b26fb6e_phase1,3,9,6.35
d1af2b73d38fbceee5c848fc9cf641ce_phase1,4,6,8.32
d29d079100f8d81b905e_phase1,5,6,11.76
d2c38170d4beceeb32dc_phase1,3,11,7.41
d37ab1524a7d5e373ee5a2a0176ebd22_phase1,6,10,12.64
d3bf8d7a1867aed16d30_phase1,6,24,15.05
d3d4123985ffea996781_phase1,2,4,5.3
d4175526801c6e7bddee_phase1,2,4,6.12
d44132ae3bdcc0ca96a9f9f84d6d3463_phase1,4,29,11.16
d44fde5d323473ce8be7_phase1,3,6,7.27
d45259ce3f8e4c226846d2f31bf719f5_phase1,2,9,7.58
d49f6fd44b9e690a6ac5_phase1,3,8,4.17
d4d90bc5b8fb9a56fa2d4f2383a2eda7_phase1,4,4,9.26
d4fc31bc09e8b0756569a416aede330b_phase1,2,5,6.48
d4ffebb452fe738b8aaa8005fc08a068_phase1,3,8,7.95
d52d9ba44541fabaf4b012f4e62d675b_phase1,7,12,8.0
d592394c0cedd32513f8fbb87ca05938_phase1,2,12,4.98
d5da6f4b29a844a5865a_phase1,5,4,9.0
d64234a093e223e319d2d7a104d4b85e_phase1,2,3,6.03
d6428881f451097f329e_phase1,6,13,14.85
d68467b87bc50e04c41e_phase1,8,11,16.93
d692487c9ed35938da376f3b58d91206_phase1,3,10,9.21
d6aa922505c4e5f21f2f_phase1,4,9,13.75
d6cd0fb8c85e1547c3c60f95f5b2d5e1_phase1,3,3,4.0
d6cdb809115ecf46d5fea5a458c4dada_phase1,4,7,9.02
d6eb474543c32eb33504_phase1,6,7,4.08
d710f2751428975448a4_phase1,1,8,5.25
d85b17e6e13fd8dcad7cf51d1c6b3a1c_phase1,6,8,10.0
d883c3fe1402c7ced6fc_phase1,5,25,14.36
d887f01c563a60554360bb5ae07cd1b0_phase1,6,20,12.53
d8e8d65d0418886c47d0_phase1,4,5,11.09
d91a0983140acbb8bc6455f58cbf45cb_phase1,7,9,12.88
d97eb37da84ce7329de6_phase1,3,11,14.1
d9ef555fb7ef5498c709_phase1,4,5,8.13
da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c_phase1,5,6,12.42
da582d745fa2bf0ddd8f5f7480042291_phase1,3,22,11.41
da6c11fad0fc1966aa057e62bacccb2d_phase1,3,8,8.77
daef0b34ec5af6f026af52d593131c64_phase1,2,7,6.61
db030013e981c46acb2886060dde607e_phase1,12,14,27.13
db051ab5105c5af5401aa5ef8739ada9_phase1,2,4,3.48
db5ec4ce7c1dbaae4707_phase1,6,7,23.33
db709c8c1279348e0638_phase1,2,4,6.01
db7b6db7035dd48e5902_phase1,5,6,8.88
db972e738cfacdf8055f_phase1,3,15,6.43
dbb593a597acb2c0b93b_phase1,3,4,8.25
dbec2584e7508cbfc79e_phase1,2,5,6.11
dc176cdb29efd826e8c748e7f96933f0_phase1,5,15,9.8
dc3257b6a44da3d8fd05_phase1,2,5,5.14
dc36e180d1888629cf33_phase1,3,7,8.17
dc61c42aa4e89e139cd8248f59af6b3e_phase1,4,5,9.11
dc673da0c531c7a6059b_phase1,2,2,3.96
dccc1c4fdcf1c7a31757168b19c827a7_phase1,2,6,8.24
dd1538665994b48972a62966b4369354_phase1,4,12,4.14
dde829f94a8f83bfa922090102449fde_phase1,5,10,13.27
ddf6aaa6b3d37f602fedfd38c9af9d49_phase1,10,15,18.56
de1383080e9f8fb7d208_phase1,1,4,4.16
de1726bfc7330b2c9b2a_phase1,2,2,6.84
de22705b5f7ef778806b_phase1,3,3,9.48
de261e66949009f44ad2_phase1,2,7,6.34
de3ab9cb8bb4b7719571_phase1,2,4,6.58
de546cb143ebae4a489a482a05ab4beb_phase1,6,9,10.7
dedc857cdc0e680dfb1be99762990c9c_phase1,2,5,7.17
df0b30453338946e639449710862822d_phase1,5,8,12.64
df47cd6aea9eeac153ff_phase1,4,8,9.92
df919538bcef391bc89f_phase1,5,7,8.83
df9ad5ef01d16c02d68d9a8c17c75b73_phase1,4,5,9.17
dfca335e370a2bc3bc79876e6270099e_phase1,6,8,14.93
dfd7eb0ce2915d004367_phase1,6,8,10.39
dffb8de093502b153e85_phase1,2,11,6.69
e0defc252f665b2b51e8_phase1,19,23,35.14
e11b546d6ba9ebc2b604_phase1,4,7,8.84
e196107b5e0afc834652bd3153030c42_phase1,2,5,7.78
e1b58ad5ff33c697ae83d83fdbab76e4_phase1,5,7,10.16
e1e011652b297d13b3ac3f99fd11b2bc_phase1,6,9,16.98
e223622e255bd5b8c9130407397a0494_phase1,4,9,9.23
e28813c1e8721830ff9c_phase1,2,5,7.11
e294562759ff2755486e_phase1,6,9,11.79
e2af6270cc9563cca197_phase1,5,6,11.79
e2ef822c744357a4ed16ec0c885100a3_phase1,4,9,13.02
e3433ebba20c92b63111_phase1,12,16,21.45
e3556f0089e89970bf9b_phase1,2,5,6.34
e37887e81cee51ab2dc70d16780ae942_phase1,2,8,15.18
e37a85fb0258b045c005ca3db9cbc7f6_phase1,8,11,14.96
e38e0588bf6d8f32e99d_phase1,3,7,7.46
e3a91e46df24e0c24eb656c89373c20d_phase1,4,6,10.94
e3b59913d71d82a03eda_phase1,3,6,8.75
